DAY,USER_ADDRESS,BASE_CUMULATIVE_RETURN,PORTFOLIO_RETURN,DAILY_SHARPE_RATIO,TRADER_CLASS,NUMBER_OF_TRADES,UNIQUE_TOKENS_TRADED
2024-04-16 00:00:00.000,0x68478b80d61e9aab4f7d63b29671b90c10799a27,1.840898139,289.856234683,3.505651625,Good Trader,"null","null"
2024-02-13 00:00:00.000,0xd707b3a1c68ac13c707609548d50361d08131f87,0.1085777864,109.290308552,26.495598047,Average Trader,"null","null"
2024-10-21 00:00:00.000,0x448166a91e7bc50d0ac720c2fbed29e0963f5af8,-0.8000127217,19.753539044,0.7059558509,Bad Trader,1074,54
2024-08-29 00:00:00.000,0x0c8afa31d68028ed8054493ee92f52b82ab992a2,-0.269171793,72.176403659,4.869740274,Bad Trader,12,6
2024-08-16 00:00:00.000,0x32723421e07dd66da4b6e6389dbbf8bd10b9f0ba,-0.2969094483,59.34534166,3.898587317,Bad Trader,"null","null"
2024-03-21 00:00:00.000,0xc723bd563a44940a85e64aa221001d37f30418e4,-0.9752824288,0.1424823144,0.007085628578,Bad Trader,5,2
2024-03-20 00:00:00.000,0x1e490aa77e560782f0c5de171a41481f974fd81d,0.001105077379,99.802079382,1048.216112686,Bad Trader,2,2
2024-07-15 00:00:00.000,0x3af4a49c8e2fcaf33fd3389543b80d320fcc9091,0.3212259435,131.923843679,12.303250108,Good Trader,"null","null"
2024-02-19 00:00:00.000,0xbeccf19b026f12677e5ce1ce9e2d94dcc4772feb,0.1273857203,110.43167914,30.456579503,Average Trader,227,2
2024-08-11 00:00:00.000,0x9c03bf3a8df813938becbdc42c8156f8964cdf46,19.922342584,2092.188831728,1.219214709,"null","null","null"
2024-05-15 00:00:00.000,0x448166a91e7bc50d0ac720c2fbed29e0963f5af8,-0.1465378249,85.101028731,15.472210667,Bad Trader,702,32
2024-09-22 00:00:00.000,0x8075ddc91c6d521badfbf8c1b7bf37ad47716fb9,0.05503180751,105.090631273,9.238788453,Average Trader,"null","null"
2024-05-22 00:00:00.000,0x743b6a564dc23912cc6d67e78db6e07e66bd3515,3.627052828,444.271927643,7.298466528,Good Trader,"null","null"
2024-03-10 00:00:00.000,0xda6d5943ae71272518636e24a1da83ad0e5a85dd,0.1612507048,107.192266828,61.190301719,Average Trader,3,2
2024-04-24 00:00:00.000,0x2b3ab8236a159434ce967d208c821ce1aec8ee56,-0.3091707152,66.053176971,4.463769734,Bad Trader,3,3
2024-05-18 00:00:00.000,0xb7dab94552302bcdff309e541d51ad203cbd7042,0.2165096128,119.581637053,24.268186837,Average Trader,1,1
2024-07-15 00:00:00.000,0x565a65432ca44a999eb7217815d58594a559ccb2,0.2073011528,120.756548742,11.929007251,Good Trader,1,2
2024-02-09 00:00:00.000,0x08b505dc1603af317f8ffbf5db6359f0975d96ce,0.05179346655,105.189203578,54.80682369,Average Trader,16,6
2024-06-24 00:00:00.000,0x1e490aa77e560782f0c5de171a41481f974fd81d,-0.002564902961,99.435081348,33.579982639,Bad Trader,"null","null"
2024-05-11 00:00:00.000,0xb8ca7f877391032d9da4c995d64cdab3ecd03efd,-0.05540047756,93.651581378,4.18142809,Bad Trader,"null","null"
2024-09-28 00:00:00.000,0xcc193a69d258758d39e3202aa2ebb0951d672f59,0.1834779615,115.952282933,23.660424044,Average Trader,"null","null"
2024-08-17 00:00:00.000,0x1a51882896851872cd4029612cf495fd210cd7b5,0.1467180133,113.013624822,14.130344237,Average Trader,3,1
2024-03-01 00:00:00.000,0xcf6dabb7d6f87028930ff4d569d80b458c4ea214,0.1390152085,110.516645321,30.133901312,Average Trader,"null","null"
2024-10-18 00:00:00.000,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,-0.8067301073,4.955151127,0.09059557437,Bad Trader,"null","null"
2024-09-26 00:00:00.000,0xa38ac89a9eceb2e00b5b05568f36815f6d9286dc,-0.6061189329,47.325094902,2.740179133,Bad Trader,16,5
2024-06-27 00:00:00.000,0xa76b6a7aa1b4501e6edcb29898e1ce4b9784e81c,0.02568317299,100.605885639,7.131353433,Average Trader,1,2
2024-03-10 00:00:00.000,0xa76b6a7aa1b4501e6edcb29898e1ce4b9784e81c,0.5442690948,152.464477819,10.692808727,Good Trader,11,6
2024-05-27 00:00:00.000,0x448166a91e7bc50d0ac720c2fbed29e0963f5af8,0.1407456723,113.82937845,15.640491204,Average Trader,452,38
2024-08-21 00:00:00.000,0x1518c211f611114decd1842894e08b803afcd27b,7.048136629,781.833627251,1.10578863,"null","null","null"
2024-11-09 00:00:00.000,0x3f8cff57fb4592a0ba46c66d2239486b8690842e,-0.1536914529,80.074448492,6.399162966,Bad Trader,"null","null"
2024-10-13 00:00:00.000,0x74882149e6a43b8e69cac6aef92d753e96054b78,0.03172022519,103.085250326,26.764722449,Average Trader,2,3
2024-05-24 00:00:00.000,0x9844c3688daaa98de18fbe52499a6b152236896b,0.6535619937,165.093878203,6.783664686,Good Trader,7,6
2024-10-08 00:00:00.000,0xd707b3a1c68ac13c707609548d50361d08131f87,-0.02135118053,96.297411858,5.402090417,Bad Trader,"null","null"
2024-11-11 00:00:00.000,0x68478b80d61e9aab4f7d63b29671b90c10799a27,20.981567358,2203.923156603,6.837707489,Good Trader,5,2
2024-07-04 00:00:00.000,0xdad36a77358ce31324b9c51687fee6ace5ac60ef,-0.338759891,58.014582097,3.930150402,Bad Trader,1,1
2024-08-06 00:00:00.000,0x1e490aa77e560782f0c5de171a41481f974fd81d,-0.002564902961,99.435081348,39.98045559,Bad Trader,"null","null"
2024-11-06 00:00:00.000,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,-0.2747345828,71.466197829,5.065295235,Bad Trader,220,4
2024-09-27 00:00:00.000,0x3af4a49c8e2fcaf33fd3389543b80d320fcc9091,-0.2081125858,78.989990746,4.06852535,Bad Trader,2,2
2024-07-10 00:00:00.000,0x90b30c2befb0d9559ec6f5986a826a325815a806,-0.146673356,91.428907176,12.510193966,Bad Trader,"null","null"
2024-04-17 00:00:00.000,0x8075ddc91c6d521badfbf8c1b7bf37ad47716fb9,0.1712015996,116.707610485,19.031398659,Average Trader,"null","null"
2024-11-18 00:00:00.000,0xfe8325de4344db4ef367211456e8b3d2fcf9ee8f,0.1155970988,124.60873432,14.364297777,Good Trader,"null","null"
2024-05-25 00:00:00.000,0x06015ae5e6a99243aa8761b67c14003ca41a5edf,0.6231660777,161.007214873,8.591465619,Good Trader,"null","null"
2024-11-04 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,-0.1463310389,86.88232515,5.75800217,Bad Trader,"null","null"
2024-07-31 00:00:00.000,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,-0.7885434165,6.773820213,0.134674024,Bad Trader,"null","null"
2024-09-25 00:00:00.000,0x9bc7cbbba4a61c3f0f7773ef629221603ed61b87,0.03057765423,98.530591757,117.79109414,Bad Trader,3,1
2024-02-13 00:00:00.000,0x55bd5ace71c08eca3315c9b23c2d714d075a2f4c,0.00101454346,100.06475963,3035.444808728,Average Trader,2,3
2024-10-16 00:00:00.000,0xb8ca7f877391032d9da4c995d64cdab3ecd03efd,0.0494333922,104.134968353,3.886560975,Average Trader,"null","null"
2024-10-23 00:00:00.000,0x1a51882896851872cd4029612cf495fd210cd7b5,0.3333188173,131.673705228,15.318560924,Good Trader,"null","null"
2024-07-26 00:00:00.000,0x38ab25a76260b3afd48b83d21fba36ea72bf878e,104732.252230964,10473304.5835263,1.455484419,"null",2,2
2024-07-08 00:00:00.000,0x32723421e07dd66da4b6e6389dbbf8bd10b9f0ba,-0.2608458188,62.951704615,3.904699745,Bad Trader,"null","null"
2024-07-05 00:00:00.000,0x8075ddc91c6d521badfbf8c1b7bf37ad47716fb9,0.1424781639,113.83526691,11.196682498,Average Trader,"null","null"
2024-11-06 00:00:00.000,0xc6dec111485fecc56eeace16401b7b2a2aa926d9,-0.9265672228,24.169504706,1.280045689,Bad Trader,1,1
2024-07-02 00:00:00.000,0x3f8cff57fb4592a0ba46c66d2239486b8690842e,0.1015339322,105.596987005,8.713032896,Average Trader,"null","null"
2024-06-25 00:00:00.000,0xc8084f0227d4f857ec9d48c481abc040ec4a4f1f,37.608011691,3860.801169071,4.047487058,Good Trader,"null","null"
2024-07-22 00:00:00.000,0x9bc7cbbba4a61c3f0f7773ef629221603ed61b87,0.03140240484,98.613066818,92.094522181,Bad Trader,"null","null"
2024-04-25 00:00:00.000,0xa3300ef614cf3e5828818633f0e04c565994cb83,0.09948023498,111.119847587,12.015482906,Average Trader,"null","null"
2024-07-24 00:00:00.000,0xb8ca7f877391032d9da4c995d64cdab3ecd03efd,-0.3033740236,68.854226773,2.807654898,Bad Trader,"null","null"
2024-03-28 00:00:00.000,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,-0.08144609026,77.483552836,1.953133647,Bad Trader,2,2
2024-05-26 00:00:00.000,0x1e490aa77e560782f0c5de171a41481f974fd81d,-0.002564902961,99.435081348,28.0366173,Bad Trader,"null","null"
2024-11-08 00:00:00.000,0x9844c3688daaa98de18fbe52499a6b152236896b,0.2678574067,126.523419501,3.957381489,Good Trader,1,1
2024-11-10 00:00:00.000,0x08b505dc1603af317f8ffbf5db6359f0975d96ce,-0.5276582319,47.244033735,0.1948083289,Bad Trader,"null","null"
2024-09-15 00:00:00.000,0x09dc02dfb7de2b150fe9a2d2ab92cf5767d423f9,-0.9991229081,15.174424687,1.010882685,Bad Trader,3,2
2024-08-07 00:00:00.000,0xc9a5643ed8e4cd68d16fe779d378c0e8e7225a54,-0.02294030995,97.704122283,82.415603774,Bad Trader,2,1
2024-10-02 00:00:00.000,0x4cd3008b2e96d3028fcbb64c79bf19e242ee17d4,0.07554825849,107.554825849,5.708949638,Average Trader,"null","null"
2024-06-04 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,0.1768058446,119.196013499,17.844893199,Average Trader,"null","null"
2024-06-28 00:00:00.000,0x580e4ce9d324426e8e5e2a33298a1d2fd73273a7,25.280238512,2629.622673542,2.137989586,Good Trader,"null","null"
2024-08-26 00:00:00.000,0x4d16c0ed54b2e548b134b0b2361e83fc6310f14a,0.8573622397,172.864079908,5.593861403,Good Trader,"null","null"
2024-05-03 00:00:00.000,0x8b21447e610ea904979a621e530847db1948cce9,0.3367706377,131.509704706,11.688796094,Good Trader,"null","null"
2024-08-20 00:00:00.000,0xe22ea5b777f20ffb64e1516661ace5c4e9a1f23d,-0.4236485824,56.304660287,2.685325492,Bad Trader,"null","null"
2024-09-26 00:00:00.000,0x9844c3688daaa98de18fbe52499a6b152236896b,0.2925769773,128.995376566,3.686339206,Good Trader,"null","null"
2024-09-06 00:00:00.000,0x9c03bf3a8df813938becbdc42c8156f8964cdf46,22.128719546,2312.826527904,1.339712441,"null","null","null"
2024-09-05 00:00:00.000,0x518ded2f413f275d720b199ad9d03a262e35d3b3,-0.6456938687,36.518671436,0.108533401,Bad Trader,"null","null"
2024-10-18 00:00:00.000,0x68478b80d61e9aab4f7d63b29671b90c10799a27,6.191048718,724.871292597,3.024164918,Good Trader,3,2
2024-06-11 00:00:00.000,0xe22ea5b777f20ffb64e1516661ace5c4e9a1f23d,-0.1153950637,87.130012152,36.38373059,Bad Trader,"null","null"
2024-09-21 00:00:00.000,0x3e55457808fb552a7f1989d68c9daf5d3a51c027,-0.3636194096,67.720672741,3.895770573,Bad Trader,"null","null"
2024-04-04 00:00:00.000,0xfe8325de4344db4ef367211456e8b3d2fcf9ee8f,0.1155970988,124.60873432,7.578305669,Good Trader,"null","null"
2024-07-11 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,-0.2606285344,75.452575599,4.628908069,Bad Trader,"null","null"
2024-07-07 00:00:00.000,0x59b0bba5163299a9dd08c155330e1e58567a21c0,-0.544744133,45.664040323,2.215587779,Bad Trader,"null","null"
2024-06-20 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,-0.1863417647,82.881252565,9.837667578,Bad Trader,"null","null"
2024-10-30 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,-0.02179305672,99.336123369,6.516628577,Bad Trader,"null","null"
2024-03-17 00:00:00.000,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,0.01579085934,87.207247796,2.433772255,Bad Trader,13,7
2024-08-25 00:00:00.000,0x06015ae5e6a99243aa8761b67c14003ca41a5edf,0.2039919156,119.089798664,6.261903287,Average Trader,"null","null"
2024-09-18 00:00:00.000,0xc8084f0227d4f857ec9d48c481abc040ec4a4f1f,22.811763614,2381.176361411,1.886349421,Good Trader,1,2
2024-09-17 00:00:00.000,0x448166a91e7bc50d0ac720c2fbed29e0963f5af8,-0.2485720868,74.897602539,6.723965019,Bad Trader,1145,58
2024-07-14 00:00:00.000,0x580e4ce9d324426e8e5e2a33298a1d2fd73273a7,22.756770432,2377.275865536,2.034932679,Good Trader,"null","null"
2024-10-10 00:00:00.000,0x6f5884a6ba14297eab47aa52c4e739f0a11ff7c1,11593563.0490946,1159356405.18812,1.427158096,"null",3,1
2024-10-22 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,0.002940775995,101.80950664,6.538384557,Average Trader,"null","null"
2024-06-30 00:00:00.000,0xda6d5943ae71272518636e24a1da83ad0e5a85dd,0.1623632845,107.303524797,31.779619369,Average Trader,"null","null"
2024-10-29 00:00:00.000,0xb7dab94552302bcdff309e541d51ad203cbd7042,-0.5786077484,40.069900932,1.261290516,Bad Trader,"null","null"
2024-07-08 00:00:00.000,0x6f5884a6ba14297eab47aa52c4e739f0a11ff7c1,16479986.7026279,1647998770.54145,1.390346104,"null",2,2
2024-05-16 00:00:00.000,0x580e4ce9d324426e8e5e2a33298a1d2fd73273a7,30.432562312,3144.85505354,2.815615757,Good Trader,"null","null"
2024-03-26 00:00:00.000,0x1a51882896851872cd4029612cf495fd210cd7b5,0.03178425667,101.520249161,138.244864084,Average Trader,"null","null"
2024-04-26 00:00:00.000,0x74930f9ac77dea77a2c16b0b1963faef29aaec21,24.121271845,2508.474641222,3.251347838,Good Trader,"null","null"
2024-10-01 00:00:00.000,0x2eb6ffcfc1591349a1983aad3e80d8fb3cec1df2,22.570965005,2361.786991883,0.05482061118,"null",4,5
2024-09-19 00:00:00.000,0xd0640fcb1ef5ac385b57701c5ef7030331c8d80b,107.985815146,10891.705825269,3.748045887,Good Trader,2,3
2024-02-21 00:00:00.000,0xd707b3a1c68ac13c707609548d50361d08131f87,0.1755185535,115.984385261,19.215681819,Average Trader,"null","null"
2024-10-27 00:00:00.000,0xf14f17989790a2116fc0a59ca88d5813e693528f,67709.327810258,373682.177648516,0.5533586153,"null",3,3
2024-05-15 00:00:00.000,0xaa421a4b32011db131bdb206f3fa89290a1e3d47,-0.1356600918,86.400346947,15.221928667,Bad Trader,"null","null"
2024-10-05 00:00:00.000,0x2ec7089e6e31250bff9811a1729c5c84d6792e2c,0.02788901548,100.696156585,66.129568635,Average Trader,"null","null"
2024-10-29 00:00:00.000,0xb9779aec32f4cbf376f325d8c393b0d2711874ed,-0.5322375502,49.38897302,2.2506918,Bad Trader,"null","null"
2024-03-20 00:00:00.000,0x8b21447e610ea904979a621e530847db1948cce9,0.3367706377,131.509704706,9.628690017,Good Trader,"null","null"
2024-07-15 00:00:00.000,0x518ded2f413f275d720b199ad9d03a262e35d3b3,-0.5286059599,48.227462323,2.374196696,Bad Trader,1,1
2024-11-11 00:00:00.000,0xc9a5643ed8e4cd68d16fe779d378c0e8e7225a54,0.2069392429,120.692077565,26.048976659,Good Trader,3,5
2024-03-08 00:00:00.000,0x9c03bf3a8df813938becbdc42c8156f8964cdf46,60.546501528,6154.604726138,2.158957219,Good Trader,"null","null"
2024-05-22 00:00:00.000,0xc6dec111485fecc56eeace16401b7b2a2aa926d9,-0.5674176917,60.084457819,7.388672742,Bad Trader,"null","null"
2024-05-30 00:00:00.000,0xe99bc90d3cb86cf095d75a020c10fbf9d4aa9a4d,217496873.735082,21749687469.1418,4.807126621,Good Trader,"null","null"
2024-10-24 00:00:00.000,0x2a45eaf79bbaff1a1d31fdd24ca67541d389ef78,26.250579031,2725.057903057,3.398150658,Good Trader,"null","null"
2024-07-16 00:00:00.000,0x565a65432ca44a999eb7217815d58594a559ccb2,0.1977288939,119.799322853,11.843703,Average Trader,4,4
2024-05-27 00:00:00.000,0x580e4ce9d324426e8e5e2a33298a1d2fd73273a7,34.354684993,3537.067321679,2.996292033,Good Trader,2,2
2024-08-08 00:00:00.000,0xda6d5943ae71272518636e24a1da83ad0e5a85dd,0.1334903078,104.416227125,32.451410214,Average Trader,"null","null"
2024-05-30 00:00:00.000,0x3af4a49c8e2fcaf33fd3389543b80d320fcc9091,0.2788883557,127.690084903,14.12100683,Good Trader,"null","null"
2024-07-02 00:00:00.000,0xb2cf7dcf38594537a8bacff15ab0e25f968b5983,85.502960573,8649.615042814,6.305543243,Good Trader,"null","null"
2024-08-27 00:00:00.000,0xa76b6a7aa1b4501e6edcb29898e1ce4b9784e81c,-0.2936566535,68.67190299,3.984716057,Bad Trader,3,1
2024-07-23 00:00:00.000,0x580e4ce9d324426e8e5e2a33298a1d2fd73273a7,25.28131803,2629.73062539,2.307720449,Good Trader,2,2
2024-06-01 00:00:00.000,0x68478b80d61e9aab4f7d63b29671b90c10799a27,4.466148637,552.38128448,5.117522457,Good Trader,"null","null"
2024-05-24 00:00:00.000,0x1e490aa77e560782f0c5de171a41481f974fd81d,-0.002564902961,99.435081348,27.579015445,Bad Trader,"null","null"
2024-07-12 00:00:00.000,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,-0.04484208157,94.455447955,11.876242165,Bad Trader,81,4
2024-11-04 00:00:00.000,0x2eb6ffcfc1591349a1983aad3e80d8fb3cec1df2,31.518932839,3256.583775236,0.1102040803,"null",92,2
2024-08-28 00:00:00.000,0x2eb6ffcfc1591349a1983aad3e80d8fb3cec1df2,0.1229998454,116.990475923,12.731157464,Average Trader,9,3
2024-08-12 00:00:00.000,0x8b21447e610ea904979a621e530847db1948cce9,0.290587885,126.891429439,14.86085015,Good Trader,"null","null"
2024-08-18 00:00:00.000,0xc723bd563a44940a85e64aa221001d37f30418e4,-0.9999189181,-2.321166619,-0.4159973762,Bad Trader,"null","null"
2024-07-11 00:00:00.000,0xfb94d3404c1d3d9d6f08f79e58041d5ea95accfa,2.855742333,385.928359052,5.59234453,Good Trader,"null","null"
2024-05-08 00:00:00.000,0xa76b6a7aa1b4501e6edcb29898e1ce4b9784e81c,0.04418529307,102.456097647,6.217444942,Average Trader,"null","null"
2024-05-07 00:00:00.000,0x1813eae046e265511b10e0745155c74ae9eea78b,0.0005080340581,100.148370372,1782.380712445,Average Trader,"null","null"
2024-10-24 00:00:00.000,0x38ab25a76260b3afd48b83d21fba36ea72bf878e,2034517876208170,203451787620817000,5.976232022,Good Trader,12,4
2024-04-26 00:00:00.000,0xc65236e35c1e0dc9e2044f6f38c9c3497e95ffa2,0.007579973639,100.760612841,187.891161313,Average Trader,"null","null"
2024-05-27 00:00:00.000,0x9c03bf3a8df813938becbdc42c8156f8964cdf46,62.440881856,6344.04275886,3.557956884,Good Trader,"null","null"
2024-04-21 00:00:00.000,0x06015ae5e6a99243aa8761b67c14003ca41a5edf,0.3884063086,137.531237961,6.760346292,Good Trader,"null","null"
2024-07-19 00:00:00.000,0x68478b80d61e9aab4f7d63b29671b90c10799a27,3.21294335,427.060755768,3.752360788,Good Trader,1,2
2024-11-11 00:00:00.000,0xdcfd705888f91a62782558535fac716cc9ae4b4d,0.5044472664,150.400794335,9.124756211,Good Trader,"null","null"
2024-10-11 00:00:00.000,0x580e4ce9d324426e8e5e2a33298a1d2fd73273a7,83.52807898,8454.406720386,5.096307858,Good Trader,2,2
2024-04-15 00:00:00.000,0xd0640fcb1ef5ac385b57701c5ef7030331c8d80b,9.229429889,1016.067299618,3.882816308,Good Trader,16,6
2024-04-13 00:00:00.000,0xadb4baa4bf3a1c176c4399402395403632b036a3,0.1085934603,112.374775075,19.054926694,Average Trader,"null","null"
2024-10-07 00:00:00.000,0x38ab25a76260b3afd48b83d21fba36ea72bf878e,7435978587.26872,743597858806.233,3.904368257,Good Trader,12,4
2024-09-19 00:00:00.000,0x08b505dc1603af317f8ffbf5db6359f0975d96ce,-0.5276582319,47.244033735,0.1781337607,Bad Trader,"null","null"
2024-10-12 00:00:00.000,0x4ef861298b42ce7d505c799eced534c5f86779ad,-0.1573429724,78.094681361,3.194399501,Bad Trader,"null","null"
2024-09-15 00:00:00.000,0x2ec7089e6e31250bff9811a1729c5c84d6792e2c,0.02788901548,100.696156585,60.784414077,Average Trader,"null","null"
2024-08-06 00:00:00.000,0xc8084f0227d4f857ec9d48c481abc040ec4a4f1f,17.445431602,1844.543160237,1.228027468,"null",4,4
2024-07-29 00:00:00.000,0x518ded2f413f275d720b199ad9d03a262e35d3b3,-0.529570415,48.131016809,2.408287077,Bad Trader,1,1
2024-07-14 00:00:00.000,0xd707b3a1c68ac13c707609548d50361d08131f87,0.2072167892,119.154208829,8.264512076,Average Trader,2,2
2024-10-06 00:00:00.000,0x2ec7089e6e31250bff9811a1729c5c84d6792e2c,0.02788901548,100.696156585,66.385833045,Average Trader,"null","null"
2024-09-21 00:00:00.000,0x1518c211f611114decd1842894e08b803afcd27b,11.796463296,1256.666293892,1.774171424,Good Trader,15,3
2024-03-13 00:00:00.000,0x3f8cff57fb4592a0ba46c66d2239486b8690842e,0.2382063833,119.264232115,15.461432924,Average Trader,"null","null"
2024-05-29 00:00:00.000,0xc6dec111485fecc56eeace16401b7b2a2aa926d9,-0.5801125113,58.814975855,7.260669129,Bad Trader,"null","null"
2024-07-24 00:00:00.000,0xcc193a69d258758d39e3202aa2ebb0951d672f59,0.1834779615,115.952282933,17.151234621,Average Trader,"null","null"
2024-09-02 00:00:00.000,0x8b21447e610ea904979a621e530847db1948cce9,0.290587885,126.891429439,16.330870868,Good Trader,"null","null"
2024-11-04 00:00:00.000,0x8e1e56d60a82ab671c52afb2b8c7efff8a56db9f,-0.6262229953,37.383940885,1.82500575,Bad Trader,"null","null"
2024-02-11 00:00:00.000,0xb8ca7f877391032d9da4c995d64cdab3ecd03efd,0.005730995833,99.764728717,707.293752621,Bad Trader,"null","null"
2024-06-20 00:00:00.000,0xfb94d3404c1d3d9d6f08f79e58041d5ea95accfa,1.457114713,246.065597003,3.5788878,Good Trader,"null","null"
2024-09-03 00:00:00.000,0xda6d5943ae71272518636e24a1da83ad0e5a85dd,0.1229884743,103.366043782,34.492891136,Average Trader,"null","null"
2024-08-30 00:00:00.000,0x4ef861298b42ce7d505c799eced534c5f86779ad,-0.2104495159,72.784027014,3.430007702,Bad Trader,"null","null"
2024-09-26 00:00:00.000,0xc6dec111485fecc56eeace16401b7b2a2aa926d9,-0.9539045905,21.435767935,1.048475183,Bad Trader,"null","null"
2024-09-01 00:00:00.000,0x1813eae046e265511b10e0745155c74ae9eea78b,0.009006651019,100.998232068,148.950753421,Average Trader,"null","null"
2024-04-19 00:00:00.000,0x6e2c509d522d47f509e1a6d75682e6abbc38b362,0.8057879824,178.230962597,7.239024305,Good Trader,"null","null"
2024-06-17 00:00:00.000,0x8a80396a4b63b3efe1b7995e8118d313f9f6f9ba,-0.001416556289,99.882159976,1907.111275058,Bad Trader,1,1
2024-06-27 00:00:00.000,0xcf6dabb7d6f87028930ff4d569d80b458c4ea214,0.2854630721,125.161431682,15.701805643,Good Trader,"null","null"
2024-08-14 00:00:00.000,0x071943221c8c62b36be12d679a8b93b8eda3fdc9,0.2597372745,197.189557904,26.84649794,Good Trader,"null","null"
2024-09-13 00:00:00.000,0x0c8afa31d68028ed8054493ee92f52b82ab992a2,-0.2897237274,70.121210211,4.488634289,Bad Trader,6,4
2024-06-15 00:00:00.000,0x38ab25a76260b3afd48b83d21fba36ea72bf878e,104843.620274612,10484441.3878911,4.202539161,Good Trader,105,4
2024-03-25 00:00:00.000,0x8e1e56d60a82ab671c52afb2b8c7efff8a56db9f,-0.5673621096,43.270029461,1.056910507,Bad Trader,1,1
2024-06-02 00:00:00.000,0xb7dab94552302bcdff309e541d51ad203cbd7042,0.3212392895,130.054604717,24.506869935,Good Trader,12,5
2024-10-25 00:00:00.000,0x448166a91e7bc50d0ac720c2fbed29e0963f5af8,-0.8170992617,18.044885046,0.609205262,Bad Trader,1646,54
2024-06-06 00:00:00.000,0x3f8cff57fb4592a0ba46c66d2239486b8690842e,-0.01705275916,93.738317871,7.175805411,Bad Trader,"null","null"
2024-08-31 00:00:00.000,0xb9779aec32f4cbf376f325d8c393b0d2711874ed,-0.5725937921,45.35334883,2.064005858,Bad Trader,"null","null"
2024-02-18 00:00:00.000,0x4cd3008b2e96d3028fcbb64c79bf19e242ee17d4,-0.06892010148,93.107989852,33.896445885,Bad Trader,1,1
2024-08-02 00:00:00.000,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,0.02159439383,101.099095495,13.323609609,Average Trader,148,3
2024-08-14 00:00:00.000,0x8e1e56d60a82ab671c52afb2b8c7efff8a56db9f,-0.6262229953,37.383940885,1.553441943,Bad Trader,"null","null"
2024-07-14 00:00:00.000,0x071943221c8c62b36be12d679a8b93b8eda3fdc9,0.2006161028,191.277440733,24.971850415,Good Trader,"null","null"
2024-02-26 00:00:00.000,0xd707b3a1c68ac13c707609548d50361d08131f87,0.2448586774,122.918397654,17.850546487,Good Trader,"null","null"
2024-06-28 00:00:00.000,0x8a80396a4b63b3efe1b7995e8118d313f9f6f9ba,-0.001478497451,99.87596586,2567.985077141,Bad Trader,2,1
2024-10-25 00:00:00.000,0x06015ae5e6a99243aa8761b67c14003ca41a5edf,0.2043025206,119.120859165,5.428488301,Average Trader,"null","null"
2024-09-18 00:00:00.000,0x1813eae046e265511b10e0745155c74ae9eea78b,0.005354155,100.632982466,157.613611073,Average Trader,"null","null"
2024-05-27 00:00:00.000,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,0.08493339461,107.432995573,13.005289936,Average Trader,275,3
2024-05-30 00:00:00.000,0xdad36a77358ce31324b9c51687fee6ace5ac60ef,-0.1806434282,73.826228375,5.190014418,Bad Trader,"null","null"
2024-03-31 00:00:00.000,0x2a45eaf79bbaff1a1d31fdd24ca67541d389ef78,1.460675784,246.067578426,3.354364077,Good Trader,"null","null"
2024-08-19 00:00:00.000,0xfe8325de4344db4ef367211456e8b3d2fcf9ee8f,0.1155970988,124.60873432,12.112560897,Good Trader,"null","null"
2024-05-15 00:00:00.000,0xc723bd563a44940a85e64aa221001d37f30418e4,-0.9969535197,-2.024626775,-0.2250510721,Bad Trader,"null","null"
2024-11-19 00:00:00.000,0xeb7742c9ad0cf9e2e6b4a7fda44719193376a547,-0.2884225974,70.140332734,4.877634754,Bad Trader,36,15
2024-06-24 00:00:00.000,0xb7dab94552302bcdff309e541d51ad203cbd7042,0.05606425391,103.537101162,17.363622814,Average Trader,"null","null"
2024-08-05 00:00:00.000,0x3f8cff57fb4592a0ba46c66d2239486b8690842e,-0.255865876,69.857006188,6.100202225,Bad Trader,"null","null"
2024-11-03 00:00:00.000,0xa76b6a7aa1b4501e6edcb29898e1ce4b9784e81c,-0.8167716985,16.360398489,0.3556331996,Bad Trader,"null","null"
2024-09-01 00:00:00.000,0x2ec7089e6e31250bff9811a1729c5c84d6792e2c,0.02788901548,100.696156585,56.7556762,Average Trader,"null","null"
2024-09-02 00:00:00.000,0x3e55457808fb552a7f1989d68c9daf5d3a51c027,-0.3693593269,67.146681009,3.765301424,Bad Trader,"null","null"
2024-06-10 00:00:00.000,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,0.06490235243,105.429891354,12.189300149,Average Trader,57,3
